0,1,2,3,4,5,6,7,8,9,10
"[-1.2010886393955784, 2.3145140585980126]","[-1.832208669533958, -0.2692295435381795]","[0.8187588501847195, 1.936739446805214]","[-1.6018873565948817, 1.4152927335077479]","[-0.7746710628538155, 0.9781540788216243]","[-0.1617082414278929, 1.0687242359910314]","[-1.891391774852884, 6.0]","[-0.8065163724262515, 2.450305180227313]","[0.3545725112302569, 1.6005843965963527]","[-0.302263027082873, 2.5544901256704]","[-1.8886365873419335, 10.0]"
"[-0.9242814748909816, 2.34413441736153]","[-1.8959374607576165, 1.860923845132794]","[-1.903740493650988, 2.0]","[-1.883187343131268, 3.0]","[-1.878924958092792, 4.0]","[-0.3618716199857643, 2.5869495543529215]","[0.49734431618865, 2.630212440081836]","[-1.4687991586919755, 0.991670806547603]","[0.549020196070093, 2.1082871599974373]","[0.8974961494646897, 2.1265898663731697]","[-1.4444711423227623, 0.6300484059244709]"
"[-0.1010385028927019, 2.5714029243828254]","[0.1915447022031764, 2.191585561502743]","[-1.0064454609826563, 0.29155997603992045]","[-1.274005944301778, 0.9095337806598806]","[-1.4490004366667255, -0.1671219047457384]","[1.4501219721971228, 2.627575539899381]","[-1.0542157265008416, 2.394855353140635]","[-1.3576627026682062, 2.6717466487652444]","[-1.5625248838262151, 0.48140343750780445]","[-1.147711503073872, 0.31787588591916627]","[-1.3631983096178717, 0.062146774388314396]"
"[-1.8773369788574752, 1.916942970196784]","[-0.5070953388272162, 1.7393366707673499]","[-1.903740493650988, 2.0]","[-1.1299963324294937, 1.9386190897619997]","[-1.6223549057070417, 0.9916687155585917]","[-1.562241461513429, 1.619934417807009]","[-0.2965972540641773, 2.0968983896445126]","[-1.0825475790825505, 2.6174175876522106]","[-0.318611021728283, 2.5966824034860183]","[-1.6220631421494711, 1.5309703086468156]","[-1.8886365873419335, 10.0]"
"[-1.7707848934947688, 0.19865994404706389]","[-1.8959374607576165, 1.860923845132794]","[-1.1683485396090427, 1.7669367519573045]","[1.134585468021897, 2.6124383358941783]","[-1.878924958092792, 4.0]","[-1.8983699700603205, 5.0]","[-1.1900700189474185, 0.6096867171578564]","[-0.2174849504273566, 1.9119502336798972]","[-1.8770450581862477, 8.0]","[-1.1451441331301422, 1.690361570871143]","[-1.5585952362849886, 1.7973157806658941]"
"[-0.993574331015828, 1.371445166146402]","[-1.186420879566287, 0.298341443040401]","[-1.737760330455911, 0.5871594802742317]","[-1.0176488429691348, 2.1931778337183694]","[-0.443597166159637, 0.6392035984262812]","[-0.8397229464007779, 0.22881753499568946]","[-1.4059886098317234, 2.627253431629776]","[0.905847799286936, 2.6052059459531076]","[-0.05125436642835, 2.312351031532409]","[-1.8708523255393112, 9.0]","[0.6729274419778765, 1.715977941431516]"
"[0.428621479286253, 2.430554908998976]","[0.9217932851303696, 1.922342807792264]","[-0.5744499182073725, 2.4100714608491467]","[-1.874824363647118, 1.9950670406760973]","[-0.140639921606773, 1.6537440968446675]","[-1.5955707789329856, -0.22645091097134262]","[-1.583639501648667, 1.9584382136179712]","[0.4210728005480518, 2.705857734297082]","[-0.2134161281750782, 1.1899333006512176]","[-0.4947044659758337, 1.2095977794854993]","[-1.8886365873419335, 10.0]"
"[-0.9760123159217396, 1.398336006582436]","[-0.620213770136361, 2.500777013588845]","[-0.2858340540445094, 2.4433970058090217]","[-1.883187343131268, 3.0]","[-1.0270072898736349, 1.035161671910178]","[-1.7263377243805882, 0.22646702528014584]","[0.5545543623977588, 1.6680892858208005]","[-1.5656480187189377, 2.011735265133818]","[-0.2011215981094997, 1.094200574009386]","[-1.8708523255393112, 9.0]","[-1.561977707677932, 0.7303568232431197]"
"[0.8264921011489249, 2.232038965486764]","[-1.1731500691929104, 1.217158956518085]","[-1.903740493650988, 2.0]","[-1.454219689598213, 2.2830154465520125]","[-1.387655209371296, 0.4598623668681582]","[-1.8983699700603205, 5.0]","[-1.1238924710364433, 0.3066103812687423]","[1.0800374982460894, 2.466714755264122]","[-1.8770450581862477, 8.0]","[-1.8708523255393112, 9.0]","[-1.632906258966812, 1.4372716537063703]"
"[-1.5162836333102945, 0.7887018788402493]","[1.1352059346433558, 2.3313114182397543]","[-0.3296992651679087, 1.7100102962456036]","[-0.7070281332009201, 0.8663251507655044]","[-1.054034536935386, 2.1299110293430457]","[-1.1816414517731637, 1.8850562288159876]","[-1.427487480633634, 1.4410333250515321]","[-1.890105597825969, 7.0]","[-0.3190145417511034, 2.4923209938337396]","[-1.8708523255393112, 9.0]","[-1.8886365873419335, 10.0]"
"[-0.8400053788282922, 0.3862330832717804]","[-1.055254607269394, 1.4793098445755888]","[-1.2553146882684034, 1.8426234183848198]","[-1.883187343131268, 3.0]","[0.939014241187229, 2.029422636163888]","[-1.68469743748544, 0.9588991024944634]","[0.8096064877780192, 1.8616968843385227]","[-1.890105597825969, 7.0]","[-1.8770450581862477, 8.0]","[0.0047964273806027, 2.3884601605813334]","[0.4671731877563404, 1.5741283097779437]"
"[-0.3499314272354589, 2.1711305155656735]","[0.247788372501718, 1.4561359934004758]","[-0.8075078604567355, 1.3366540194401861]","[-0.923150592903585, 1.258950800685585]","[1.2042235161095418, 2.476692930033293]","[-0.8831204781313148, 2.190448307834548]","[-1.891391774852884, 6.0]","[-1.3085400640822094, 0.6818912221987561]","[1.1993662618872007, 2.345203480063689]","[-1.0144432687154727, 1.4820221859626255]","[0.1354352416948347, 2.0336927970974497]"
"[-0.903537826059257, 1.5495239387071895]","[-0.9760104664747694, 1.0775637540049046]","[-1.903740493650988, 2.0]","[-1.883187343131268, 3.0]","[-0.9328656073563392, 2.0434813690306894]","[-0.3939899187351463, 1.2638611695390054]","[-1.2983532631582846, 1.0638614131890411]","[-1.890105597825969, 7.0]","[-0.9164078112976914, 0.2463836668815247]","[-0.4139753810510337, 2.3845913178768594]","[-1.1815190260176902, 0.3254412901361692]"
"[-1.0761335424852612, 1.2164720997981198]","[-0.6594319584397422, 0.8804933288480674]","[-1.4041476238365065, 0.7009759128406129]","[-1.180465395283037, 0.9148444182569275]","[-0.4086974801425353, 1.921985012693093]","[-0.4442419369095732, 1.3517126432596]","[0.2414823831498606, 2.146282052840781]","[1.0029708154159809, 2.632893844010329]","[-0.364076699707947, 2.210306017495199]","[-1.5825849499068712, -0.5501096390567712]","[0.3020224604591859, 2.7032748169474416]"
"[-1.5477008154556926, 0.3658189358100199]","[-0.9851102388343016, 0.3207519192465653]","[-0.7754852632623339, 2.5020293293410365]","[0.153417632841523, 1.8148353959408043]","[-1.3672940316650346, -0.2019498493452927]","[-0.3942882192254034, 2.2619637049784087]","[-0.2684031847686917, 1.582701398848298]","[-0.6856372224014676, 0.8299471003175327]","[-0.8674390877865709, 1.2502607701353745]","[-1.8708523255393112, 9.0]","[-1.607669389601031, 1.0192731457659916]"
"[-0.0649560694721638, 1.0505954098350612]","[0.4601028747264659, 2.216684504815999]","[0.7288491787445338, 2.3942840564020447]","[-1.883187343131268, 3.0]","[1.4291664766577177, 2.534207157785728]","[-1.8983699700603205, 5.0]","[-1.3363990967841808, 1.859253609047845]","[0.7048676520639781, 2.5888778184608694]","[-1.6653895871431486, 1.0441598279813404]","[-0.450288443587569, 1.1848949779107687]","[-0.7423570653583389, 1.4005154563534226]"
"[-1.1119368694006757, 2.4479962152710506]","[-1.4163134460656903, 2.562850467977884]","[1.1427772601127004, 2.412350439451189]","[-0.8300846696946101, 1.2522957363179987]","[-1.007225941723083, 1.2462026078025714]","[-0.1186016189985435, 2.3216054084142757]","[-1.0259617605137266, 0.9497894850525326]","[-1.890105597825969, 7.0]","[-1.2125894629831355, -0.15853319917157038]","[-1.8708523255393112, 9.0]","[-0.7769743707506471, 1.7290480970953586]"
"[-1.6679087257308665, 2.7327567438097975]","[0.0234531302072392, 2.308750554492903]","[-1.903740493650988, 2.0]","[-1.4621585970627018, 1.2368971717707882]","[-0.3812993995463794, 1.3658088189643813]","[-1.8983699700603205, 5.0]","[-1.0873920722582184, 0.3176164129862835]","[-0.6442071359602283, 0.5802417979703314]","[-0.487729833336941, 2.1398869291109612]","[-0.4217504920313902, 1.317794799719435]","[-1.6293250463402036, 1.4265846912735187]"
"[-1.59919145240267, 1.09285357986681]","[-1.800657942080501, 0.06210684076690465]","[-0.7042164013816747, 0.5330512559182091]","[-0.4751761675955715, 2.0391806464606876]","[-0.6145053018806603, 1.6939937848237585]","[-0.6645687350688538, 1.5368048872369156]","[-0.901407185229614, 0.9824666614684092]","[-1.890105597825969, 7.0]","[-1.2458028113954516, 1.9567723381263216]","[-1.7161843119341642, -0.4665224355172235]","[0.0257415120730752, 1.9856954753227216]"
"[-0.4365122700202262, 0.701927491584643]","[-0.8510603161763844, 2.0918353603222233]","[-0.9619786193511096, 2.649872937172071]","[-1.435977470178683, 1.9227425067635835]","[-1.878924958092792, 4.0]","[-0.9150382781938904, 1.5174592550013843]","[0.8130015405077154, 2.34071322432382]","[-0.0950098732802906, 1.6843619840556268]","[-0.9862262015785912, 1.4065509976360577]","[-1.3849763287424306, 1.2432886793330222]","[1.3565206970985622, 2.5849915298358415]"
"[-0.903537826059257, 1.9801631932710388]","[-0.9760104664747694, 0.6540061103903141]","[-0.8349640726752859, 1.6108335710229662]","[0.3460256309162753, 1.9922012633180128]","[-1.878924958092792, 4.0]","[-0.3939899187351463, 1.5163152089209857]","[0.0638614131890411, 2.170796290774585]","[-0.9926108630460369, 1.4123704074567693]","[-0.9164078112976914, 2.2095543282285712]","[0.472737657982603, 2.3845913178768594]","[-1.1815190260176902, 1.0821223414186263]"
"[-0.976668254984066, 1.8293202743884998]","[-0.948522564350906, 1.9415387792944176]","[-1.2073407670703962, 2.4672699176982054]","[-0.0595951211078498, 2.5724345733376737]","[-1.878924958092792, 4.0]","[-1.8983699700603205, 5.0]","[-0.9995691156930304, 2.0888920037362797]","[-1.5408988725010886, 2.3329083663255643]","[-1.8770450581862477, 8.0]","[-1.225395912279804, 2.320686038451422]","[-1.8886365873419335, 10.0]"
"[0.4333840621489814, 1.7413670248716366]","[0.2150499208474624, 1.980065026467675]","[-0.1711971331547618, 1.9334259383896792]","[-0.960474293877613, 0.7087814264253431]","[-0.9908295077727404, 0.8924281718427752]","[-1.8983699700603205, 5.0]","[1.2084304495358076, 2.4540204488828]","[0.839135685937811, 2.097128408022289]","[-0.1598431876738712, 2.1886015091372983]","[-1.8708523255393112, 9.0]","[-1.7678973951651975, 1.107952839841981]"
"[-0.3976335825147015, 2.366059935433908]","[-1.3485870053220037, 2.1201463427475877]","[0.7323636597085215, 2.534923521218128]","[0.2300444243169887, 2.1003841939596954]","[-1.1545074994240028, 1.2907777072979472]","[0.9118498241678272, 2.0371851416954714]","[-0.8303790050928709, 0.6972259558310294]","[-0.8505779202083579, 2.125313647999306]","[-1.4076903691841398, 0.07292581635046003]","[-0.107346941947599, 0.9328061692864353]","[-0.995258848086592, 0.8103399992288308]"
"[1.0355661233948446, 2.349139587924987]","[-0.192317754894736, 1.8955135065049418]","[-0.8032299196844368, 1.5065092435926553]","[-1.883187343131268, 3.0]","[-0.9541443277537413, 1.429519328006036]","[-1.8983699700603205, 5.0]","[-1.891391774852884, 6.0]","[0.4238736443437031, 1.8876923215378123]","[-0.5225479198067811, 1.7932019680219484]","[-1.1963464240160435, 0.3043211099274623]","[-1.8886365873419335, 10.0]"
"[1.4197846851321358, 2.7573468933416345]","[-1.552644277039122, 1.7968191921259042]","[-1.903740493650988, 2.0]","[-1.4590501353728618, 2.5517429860763174]","[0.420184053234114, 1.6775746745184312]","[-0.4973717202154594, 0.9795690284931423]","[-1.208990863389192, 1.394689994556498]","[-0.500779534466644, 0.6393848936844081]","[0.0699406336521151, 1.4402295300842647]","[0.0374803384323171, 2.528238968289333]","[-1.6194596078090484, -0.3512146999589745]"
"[-1.8773369788574752, 1.916942970196784]","[-0.6465111327067189, 1.9626675807936973]","[1.0650811989380728, 2.3862318214084888]","[-1.3839732616916844, 0.774874200868696]","[1.041745642750425, 2.3791622736427174]","[-0.0875798167757541, 1.0524062167467836]","[-0.6641965480955803, 0.8469634899596827]","[0.1957890240292663, 1.4495987642216643]","[-1.8770450581862477, 8.0]","[-1.8708523255393112, 9.0]","[-1.49145897804006, -0.20475201504772822]"
"[-1.6931124703492813, -0.3840404212710715]","[-1.289783068573738, 2.2824921911308893]","[0.1844757306792221, 2.257833353748687]","[-1.573332281536595, 2.363681385708094]","[0.5869712545466594, 1.9537384934405293]","[0.6631493440654289, 1.805467839217559]","[-1.4420397227487287, -0.13796348032402284]","[0.2840793806947205, 2.0927235335250884]","[0.3481249355842591, 2.5422785116402724]","[-0.7900233831756547, 1.3827090519336183]","[-0.9252992599367628, 2.744302823593252]"
"[1.0756784470612426, 2.2104799287657597]","[-0.2582270279291659, 2.6052877939401258]","[-1.289217455314262, 2.1122658597448276]","[-0.8917356458197729, 0.6420842415968344]","[-1.5003040640945835, 1.2632186559805278]","[0.6317052089722497, 1.6656413157119023]","[-1.7738056470640478, 0.33330681502083304]","[-0.9661152735544968, 1.9914563654299418]","[-0.8522283300177305, 1.3719067036351653]","[-1.424483290599289, 2.6799370560750697]","[-0.0420242505399062, 1.936392215132292]"
"[-1.2647529253477523, 0.4584903991943956]","[-1.8959374607576165, 1.860923845132794]","[0.9248824583315788, 2.0419351156868095]","[-0.5023025914531677, 2.2746550104974173]","[-0.7042766828077547, 1.8603451634842247]","[-1.8983699700603205, 5.0]","[-1.0009934654267736, 1.8477954420207592]","[-1.890105597825969, 7.0]","[-0.8047777554145357, 2.4111732171868505]","[-0.182240220075643, 2.232031623536602]","[0.1430260403011931, 1.2025952077242086]"
"[-1.5506114575441166, 0.8710610296612754]","[-1.3499555297121704, 2.0889168804042573]","[-1.903740493650988, 2.0]","[0.1958269418572163, 2.6133015898883762]","[-1.0992749215959263, 0.6312960790639268]","[-1.1125852653024275, 1.7685437155200607]","[0.2213941504500143, 1.8789996305172862]","[-0.3008818195901008, 2.3284441915564846]","[-1.150368304171205, 1.914781528130212]","[-1.8708523255393112, 9.0]","[-1.5162524424549588, 1.9274557150680445]"
"[-0.3955650893023869, 2.089618125164086]","[0.3568891027531502, 2.457303224125969]","[-1.3147306166800323, 1.2774937958183004]","[0.889437505754339, 2.178484017817228]","[0.0866080651045645, 2.1701306824935225]","[-0.755024957284894, 1.1640989164781934]","[-0.5612643799205518, 1.0865994841298652]","[0.2670232115018981, 1.9524157111342584]","[-0.6065210704790086, 1.9632972573738434]","[1.159793041062181, 2.250769759255932]","[-1.6741235514100006, -0.23280358608150142]"
"[0.09285357986681, 1.1502361553573222]","[-0.9378931592330954, 1.6633957802385888]","[-1.6597670694118702, 0.29578359861832526]","[-1.883187343131268, 3.0]","[-0.7746641795074091, 1.6939937848237585]","[-0.6645687350688538, 0.7336440106535682]","[-1.891391774852884, 6.0]","[-1.252425204640128, 1.1142397976051919]","[-1.5284509301977676, -0.24580281139545157]","[-1.7161843119341642, 1.9066862607741406]","[-1.8886365873419335, 10.0]"
"[0.3536707520975947, 2.2397281499613895]","[-1.8959374607576165, 1.860923845132794]","[-0.5464586812280848, 2.612817293038808]","[-1.883187343131268, 3.0]","[-1.878924958092792, 4.0]","[-1.8983699700603205, 5.0]","[-0.3991113121050382, 1.0124933645444132]","[0.4767635724557935, 1.791427331261068]","[-0.939751455984905, 1.3269857536404344]","[-1.150863819128034, 0.63212917551925]","[-0.8642531432161078, 2.733672429097778]"
"[-0.0555491387712794, 2.490777724499849]","[-1.0797275802855726, 0.6997195416824216]","[-1.903740493650988, 2.0]","[-1.1548718913928149, 1.7292884314504864]","[0.7480036016823249, 2.0189893525166656]","[-0.7925926858744663, 1.3210345573025353]","[0.7913118407817739, 2.1769589665668097]","[0.1828929107874619, 1.4159416452036981]","[-0.1539732812424177, 1.6317001089394654]","[-1.1437638957471346, 2.155000460667914]","[-0.4199547074486558, 2.3916311412397464]"
"[-0.9796855200740056, 0.3931708539412584]","[0.7132728623740325, 2.0137099437425765]","[-1.1812658046346858, 1.0108706316438665]","[-0.3159058668429885, 2.4643148588375223]","[-1.0222766119162523, 1.8920390083617145]","[-1.7769896044123084, 1.1348844541666432]","[-1.891391774852884, 6.0]","[-1.890105597825969, 7.0]","[-1.8770450581862477, 8.0]","[-0.7721754593608137, 1.8475837859934026]","[-1.1514967444601694, -0.1364159336109103]"
"[-1.8773369788574752, 1.916942970196784]","[-1.8959374607576165, 1.860923845132794]","[-1.903740493650988, 2.0]","[-0.9928784888542806, 0.33720821687955393]","[-1.1041971201520897, 1.0616405554367192]","[-1.4629580753525564, 1.793646656731159]","[-1.2967794066689338, 1.4571612017076359]","[-1.890105597825969, 7.0]","[0.3311717128190149, 2.4722132766306624]","[-0.5927353156073452, 1.968910475106263]","[1.3699732579952304, 2.8100530076209393]"
"[-1.082149121260147, 2.127673006427796]","[-1.3833129705543958, 1.6491000794949637]","[0.0725911481350836, 2.3339600662854307]","[-0.7261508297360972, 1.9018376767813512]","[-1.878924958092792, 4.0]","[-1.8983699700603205, 5.0]","[-0.8764513915782818, 1.5148168740704286]","[-0.0709889346119754, 1.1890277314145654]","[-1.8770450581862477, 8.0]","[-1.6794620235111068, 1.9010288996173839]","[-1.8886365873419335, 10.0]"
"[-0.9120310012476738, 1.0968787665445645]","[-0.9023666054750628, 2.1115337088210806]","[0.9700475650258932, 2.372859378087961]","[-1.4408192431369062, 2.747283062908364]","[-1.0102149398319034, 1.3551141945634866]","[1.428015337632359, 2.631562039641865]","[-1.1700310923855204, 2.233527091966094]","[-1.4820636282001571, 2.5380782527835706]","[0.6769453242868083, 2.674692614576974]","[0.4070442660048425, 1.578437292223656]","[-0.4120056802142195, 1.160695762955998]"
"[-1.4680226431528418, 0.2613950973653313]","[-0.378672485519682, 0.833731948277519]","[-0.2833820364960659, 2.4093422108427984]","[0.1610633857185862, 1.3267762786150274]","[0.8236451365599478, 2.238433173025893]","[-1.20392089180347, 1.3077082745694861]","[0.6380681977433612, 2.289446238600322]","[-0.1101550803206234, 2.295203404286565]","[-1.086056096934128, 0.4756840821024564]","[-1.4445226084793188, 2.266572518205285]","[-1.280327035440903, 1.8221258049242222]"
"[-0.914098816869136, 2.1829125469755484]","[-0.9761950626180472, 1.08747231342971]","[-1.235873247748302, 2.2564257647702535]","[-1.883187343131268, 3.0]","[-1.3418708006402078, 1.4393575369644516]","[-1.8983699700603205, 5.0]","[-1.4509574043309004, 1.618306429666561]","[-1.890105597825969, 7.0]","[0.1369433296301926, 1.2322886139604403]","[-0.2313895142013198, 0.9477523357032275]","[-1.8886365873419335, 10.0]"
"[0.8183179570974218, 2.2774243454043663]","[-0.915856199407918, 1.6250563416121784]","[0.1830995465655153, 1.2258762830543242]","[-0.3300466820614953, 1.2326484286736694]","[-1.1680248994551403, 1.1184969510671403]","[0.2017094796174339, 2.3251665197665075]","[-0.2616078498701496, 1.7090671549053917]","[-0.6052798446619517, 0.6795584186562766]","[-1.173833999545518, -0.09387654942295076]","[-1.8708523255393112, 9.0]","[-1.8886365873419335, 10.0]"
"[0.5939686778921212, 1.8294859921270508]","[-0.5375682349183206, 2.513824065297933]","[-1.903740493650988, 2.0]","[-0.3313372313515244, 1.4823135081404641]","[-0.282612220590785, 2.032747654428195]","[-1.8983699700603205, 5.0]","[-1.891391774852884, 6.0]","[-0.9467973497879686, 0.896499729466042]","[-1.3588225783371803, 1.1182067861010074]","[1.1192741498632162, 2.283993212665174]","[-1.8886365873419335, 10.0]"
"[-1.8030275793366664, -0.1523273055048875]","[-1.8959374607576165, 1.860923845132794]","[-0.6880967756576273, 2.2914365426712715]","[-0.3817183962253946, 1.2236785643609107]","[-1.878924958092792, 4.0]","[-1.8983699700603205, 5.0]","[0.4829590753250434, 2.6823822229823615]","[-0.3321403154270973, 2.7110646691535054]","[-1.8770450581862477, 8.0]","[0.1646979581290825, 2.160259054556494]","[0.3010899492463397, 2.3935429607933045]"
"[-0.5263286041789912, 2.629141169428498]","[-0.1069173007991678, 1.7720006169766687]","[-1.6177343647586762, 2.274995229685468]","[0.2302019414421894, 1.2612745973245585]","[-1.878924958092792, 4.0]","[-0.7760935228057247, 2.2720770101953534]","[-1.891391774852884, 6.0]","[-0.5444654320174664, 1.7458589456918285]","[0.5746171416162167, 2.405321113325768]","[-1.1452970591335037, 0.6635141878765185]","[0.0780629001277212, 1.6953954597275689]"
"[0.7210384339012434, 1.9846149598239555]","[-0.9499551605328695, 0.7231167851657735]","[-0.7907715372617894, 1.0228273007780968]","[-0.8856791656835299, 1.8397224551445528]","[1.3026421158812207, 2.3498766874974333]","[-0.5107239633545917, 0.6034691731617055]","[-1.2755727085177837, 1.966006205856596]","[-1.039672530745596, 0.28392706133616463]","[-1.455859327965772, 2.1572746524846416]","[-1.559804828635649, -0.5180448851063404]","[1.2432687396461275, 2.697907548576407]"
"[1.2584819805655505, 2.286584644633211]","[-1.1664502295439865, 1.5550182539384543]","[-1.903740493650988, 2.0]","[0.2327562713192279, 2.572281399495092]","[-0.6002499475652026, 1.015769713046311]","[-1.8983699700603205, 5.0]","[-1.1079197229469004, 2.174969287091643]","[-1.890105597825969, 7.0]","[-1.3199933766237484, 0.7577980034664671]","[-1.8708523255393112, 9.0]","[-1.3452668380758124, 1.5013137400774639]"
"[-1.8773369788574752, 1.916942970196784]","[-1.7830645500604794, -0.4260005675340297]","[0.0696473667860108, 1.674436175444825]","[-1.565137410032279, 1.501772407431927]","[-1.878924958092792, 4.0]","[0.1144229301251534, 1.4185565281404353]","[-1.4918782626738116, 2.498608232197511]","[-1.890105597825969, 7.0]","[0.0401032320132582, 1.921378402246867]","[-1.226536470416662, 0.40866281487298073]","[-1.6029047280537736, -0.4660657015255254]"
"[-1.7888767871223803, 0.468658105023272]","[-1.75364485672153, 2.3257345509759833]","[-0.9165891454596456, 1.7473768740503126]","[0.2915633089100745, 1.3372583265861024]","[-1.636207275725993, 1.911427633034657]","[-1.3472691217558517, 0.4769173837836391]","[-1.2202656672601857, 0.2132385944638181]","[-0.5290566984004145, 0.8009333145835024]","[-1.8770450581862477, 8.0]","[-0.9420279088481968, 1.9358119108552487]","[-0.722822077282414, 0.36709255486260295]"
"[-1.4797223396099357, 2.168871138515775]","[-1.1764804763456362, 1.2534145185928063]","[-0.6744802463243279, 2.5148210725368316]","[-0.8213302377227493, 0.22427270129201904]","[-1.589712572248991, -0.5496813920044736]","[-0.3024316466554313, 2.6821335424342987]","[0.2513053448430046, 1.9770655557809853]","[-0.417776008527673, 2.288085658097703]","[0.8340223900866076, 2.4941440750526125]","[-0.2557248926631404, 2.054981963202887]","[-1.2217259050752811, 1.6677921345742355]"
"[-1.0897636762312994, 0.5502976478367103]","[-0.5555570182883681, 2.566858561008459]","[-0.0892202433009442, 2.572146471412073]","[0.5211459572222253, 1.9293301836112986]","[-0.6511355401324521, 1.2707411027534048]","[-0.5066013836169828, 1.3949923559104782]","[-1.5824481695593628, -0.5074574371101694]","[-1.6082161817916203, 2.3411879731988927]","[-6.069907227843625e-05, 1.262534033450574]","[-0.4503741079776457, 1.0674206000648847]","[-0.537379576493647, 1.6091839598162456]"
"[-1.4074700609568285, 2.4141588859910557]","[-0.1210115182713157, 1.642965584484792]","[-1.4084836637316884, -0.16886422680581759]","[0.3181812822645601, 1.786522593063374]","[-0.8952803726954173, 1.1150082054598474]","[-0.6022574285339837, 0.8658400322830768]","[0.0055536412550526, 1.614994832928392]","[-0.9331625764123288, 2.0213875109406576]","[-1.8770450581862477, 8.0]","[-1.8708523255393112, 9.0]","[0.6564831863356778, 2.0027942242089383]"
"[-0.7903840131984945, 0.976063639764031]","[-1.5450390373524774, 0.8756810341032965]","[-1.457462245664654, -0.3894998438869024]","[-1.3149964144803816, 0.08595142674802358]","[-1.560448325537334, 0.18119630633060702]","[0.3445284749038426, 1.7338308646998217]","[-1.1460197430034658, 0.588298189231238]","[-0.49870796714089, 2.0929552364228705]","[-1.7297528247824994, -0.2961937651824509]","[-1.8708523255393112, 9.0]","[-1.300751879048599, 0.3430820939016628]"
"[0.4543767783496821, 2.218412902874672]","[0.4332968439592741, 2.428019062979346]","[-1.442325600439128, -0.2532209063635893]","[-1.7643122325419878, -0.723327037737957]","[-1.0430141820872472, 0.01179336419486443]","[-1.0780998402419326, 2.434408749919365]","[-0.706967914425836, 0.600828552745946]","[-0.5163349316991851, 1.071813994819312]","[-1.8770450581862477, 8.0]","[0.0882027247050108, 2.252292507121714]","[-1.3525072533766709, 0.6010751205591471]"
"[-0.2005672720936722, 2.716337120262735]","[-0.0183765871296408, 1.0477831980912375]","[-0.6631888423869193, 0.3951952838292161]","[0.7752209546268759, 2.4624417341617346]","[-1.878924958092792, 4.0]","[-0.6522327459976767, 2.467110562766035]","[1.179202161415701, 2.331655596476061]","[-1.283477530567562, 1.1420592144620325]","[-1.529660350449222, 1.58877419677843]","[-1.8708523255393112, 9.0]","[-1.8886365873419335, 10.0]"
"[-1.68085479001953, 0.2845113390837336]","[-0.3474079368798176, 2.185224497013307]","[-1.230895149217396, 1.057867301421028]","[-0.3092148562452233, 0.7976229138984153]","[-1.878924958092792, 4.0]","[0.8115204404427299, 1.9676388843135988]","[-1.5691327361027478, 2.5658504048566897]","[-0.6513142962543889, 2.5044044550271094]","[-1.8770450581862477, 8.0]","[0.5637280965261335, 2.5306326221557134]","[-1.8886365873419335, 10.0]"
"[-1.2387743031988627, 1.009711073472392]","[0.2343950382931718, 2.7816436401310627]","[-1.903740493650988, 2.0]","[-1.883187343131268, 3.0]","[-0.256953762828821, 0.8723522872949416]","[0.6771210620550274, 2.4527229224225255]","[-0.7299868247257404, 0.8101393499470255]","[-1.6331296720297304, 0.912629955161485]","[-0.6994859773572069, 2.4396558849998264]","[-0.2645368864647209, 1.186749245164728]","[-0.1486612336676588, 0.9519504268727109]"
"[-1.8773369788574752, 1.916942970196784]","[-0.2665972328790392, 0.9779463953078983]","[0.0804090523700164, 2.0038318696063886]","[-1.883187343131268, 3.0]","[-1.2225519023453058, 0.272886610223664]","[1.3863947850712013, 2.806399737229837]","[-1.891391774852884, 6.0]","[0.1732404279120106, 2.4444772791450946]","[0.4525121883158308, 2.4689248861579247]","[-1.7778294341485965, 0.11223792907737073]","[-1.8886365873419335, 10.0]"
"[-1.3015291590953946, 1.1313666334246066]","[-1.8959374607576165, 1.860923845132794]","[-1.4314133099007236, 1.4404451804340228]","[-1.883187343131268, 3.0]","[-0.4019950907932058, 1.831879549109251]","[-1.1323935311364266, 1.262873656374329]","[-1.891391774852884, 6.0]","[-0.8614987802082904, 1.3012510428614055]","[-0.6754655708728619, 1.1924751472181685]","[-1.117298506805294, 1.4798086730963393]","[0.454213933385202, 2.569208490212797]"
"[-1.2735202717656378, 1.620288103298536]","[-0.0184518751361718, 1.6006056749102155]","[-1.903740493650988, 2.0]","[-0.8407217148871895, 0.637876830032788]","[-1.5454792780041195, 2.639910694220143]","[0.1396676516878247, 2.638990732060254]","[0.5541694954856663, 2.4696781513508936]","[-0.1680870882832445, 2.537821556289135]","[-1.8770450581862477, 8.0]","[-1.4182183497365453, 0.5063808250670918]","[-0.22673416147724, 1.569205335608947]"
"[0.7604231299070023, 2.5864185439069085]","[-1.473786403503344, 1.789417751782818]","[-0.508056297774176, 1.8416950264832095]","[0.1063235591201082, 1.881868004659546]","[0.9816441020682584, 2.3328760816643825]","[-1.5837195858389057, 1.3979057068241032]","[-0.9182875569885406, 1.2004686395133146]","[0.8551524199706155, 2.806528852622176]","[0.460406247698699, 2.2166349555145914]","[0.5754939989588628, 2.5203573426667507]","[-1.4474609460016363, 2.0562358596736483]"
